norm	energy
0.03428514968918528	0.01045
0.031137723846771534	0.01135
0.028961283014462647	0.01225
0.02745487700872895	0.01315
0.02488673199620731	0.01405
0.024122632996778207	0.01495
0.021598071970505586	0.01585
0.021030100909197092	0.01675
0.01928398297909377	0.01765
0.01938273656818966	0.01855
0.017792472766128727	0.01945
0.016128281696252994	0.02035
0.016429231879782652	0.02125
0.014721732671672129	0.02215
0.015055784616909906	0.02305
0.014657460084355528	0.02395
0.013767574390435572	0.02485
0.013563998555930634	0.02575
0.014424092664313283	0.02665
0.011637200176503815	0.02755
0.010587322634327942	0.02845
0.01083917187132389	0.02935
0.011054057474412435	0.03025
0.011663957433884545	0.03115
0.011414314981002474	0.03205
0.011020404016675846	0.03295
0.010174378157019145	0.03385
0.009086433588878937	0.03475
0.008995127896167372	0.03565
0.00896947403084358	0.03655
0.008035452654646126	0.03745
0.009400900325106076	0.03835
0.009115673478387775	0.03925
0.008659145014829953	0.04015
0.008562322361833703	0.04105
0.008947682037719066	0.04195
0.008211719535741865	0.04285
0.008268268378659904	0.04375
0.007653403154931576	0.04465
0.007902769759799411	0.04555
0.007558787286049198	0.04645
0.007666092163586355	0.04735
0.007840703956596686	0.04825
0.007648713738689592	0.04915
0.0075229270441987345	0.05005
0.007687056612668163	0.05095
0.007378658532754179	0.05185
0.00798414492399854	0.05275
0.00701840102616414	0.05365
0.006917716500968608	0.05455
0.004296884517728208	0.05545
0.004538803226211719	0.05635
0.004938506998837267	0.05725
0.0059654891558316905	0.05815
0.005562751055049563	0.05905
0.005590060008458763	0.05995
0.005423171959846991	0.06085
0.005501236947875307	0.06175
0.005596680360800387	0.06265
0.005587853224344888	0.06355
0.005508684844259635	0.06445
0.005722191207277008	0.06535
0.005722467055291242	0.06625
0.005296557721313431	0.06715
0.005587577376330654	0.06805
0.005548131110295144	0.06895
0.005179046467249607	0.06985
0.005433378336373661	0.07075
0.005430895704245552	0.07165
0.00522952665385449	0.07255
0.004915335765641584	0.07345
0.004598662245300569	0.07435
0.004481426839250978	0.07525
0.0049180942457839275	0.07615
0.004880027219819589	0.07705
0.004948437527349704	0.07795
0.0043661223693010264	0.07885
0.004962781624089889	0.07975
0.004964988408203763	0.08065
0.004781273630723697	0.08155
0.004445842445414749	0.08245
0.004039518320447575	0.08335
0.003958143156248447	0.08425
0.003921179522341047	0.08515
0.0037788419469961306	0.08605
0.004224060641970344	0.08695
0.004441428877186999	0.08785
0.002721709602045896	0.08875
0.003385206830683737	0.08965
0.003838700966084981	0.09055
0.003968073684760883	0.09145
0.004021588199522344	0.09235
0.0038135987967896565	0.09325
0.0036527794044910406	0.09415
0.004287229837230007	0.09505
0.004036208144276764	0.09595
0.0038293221336010135	0.09685
0.003921455370355281	0.09775
0.0037752559228110844	0.09865
0.0038235293253020925	0.09955
0.003574714416462724	0.1045
0.003352380916989851	0.1135
0.00384118359821309	0.1225
0.0023843750654387293	0.1315
0.0026908973788559204	0.1405
0.0025884750111707126	0.1495
0.00283792437044282	0.1585
0.0021406357600612727	0.1675
0.001980616327003936	0.1765
0.0018125145471295332	0.1855
0.0017143126540621106	0.1945
0.0017876330562455966	0.2035
0.0013581928676855864	0.2125
0.0013815571944912346	0.2215
0.0017476075093801945	0.2305
0.0015608032341407044	0.2395
0.0011059574434697122	0.2485
0.0011503965585628634	0.2575
0.0012896446361483549	0.2665
0.0013485933567902316	0.2755
0.0013602341429909206	0.2845
0.0009797845617589283	0.2935
0.0013123469277198404	0.3025
0.0014851381238362266	0.3115
0.0013122365885141465	0.3205
0.0008749347315484582	0.3295
0.0009319801008921181	0.3385
0.0009723642501760246	0.3475
0.0007205977675843486	0.3565
0.0007151359769025089	0.3655
0.0006674142704399692	0.3745
0.0006298713557026765	0.3835
0.0005945628098806818	0.3925
0.0005726880623518992	0.4015
0.0005785360402536671	0.4105
0.0005599714688956964	0.4195
0.00041961999925326773	0.4285
0.000412254857273211	0.4375
0.00047393447325600786	0.4465
0.000668352153688366	0.4555
0.0007742226215515031	0.4645
0.0008740796027043316	0.4735
0.0009902943711012561	0.4825
0.0010572978537587757	0.4915
0.0010333266613218122	0.5005
0.0008256682762062062	0.5095
0.000970985010104853	0.5185
0.001026182197753143	0.5275
0.0009981836243083582	0.5365
0.0011514999506198006	0.5455
0.0010241409224478089	0.5545
0.0008841204704224615	0.5635
0.0008648662790289048	0.5725
0.001025547747320404	0.5815
0.0007343349986932185	0.5905
0.0007380865316868055	0.5995
0.0007893390927315446	0.6085
0.0007927871929094736	0.6175
0.000816675630942167	0.6265
0.0008939406597292037	0.6355
0.0007482101538092054	0.6445
0.000773008890288872	0.6535
0.0008084553601179839	0.6625
0.0008151032972610312	0.6715
0.0007083777005537677	0.6805
0.0007755466920198278	0.6895
0.000748182569007782	0.6985
0.0008096415065791914	0.7075
0.0008165101221336263	0.7165
0.000777587967325162	0.7255
0.0007155773337252837	0.7345
0.0006427258731659963	0.7435
0.0006611801053182733	0.7525
0.0007121292335473547	0.7615
0.0006454015989040694	0.7705
0.0005229250805840255	0.7795
0.0006932612293737263	0.7885
0.000597376459625872	0.7975
0.000568605511741231	0.8065
0.0005711157286707635	0.8155
0.0004642522079563828	0.8245
0.000524993940690783	0.8335
0.000495009261543511	0.8425
0.0004677830625385823	0.8515
0.00042966086697139745	0.8605
0.0004224888186013048	0.8695
0.00039076629696435644	0.8785
0.0003217215390015028	0.8875
0.0003211422581716107	0.8965
0.00026345416295478464	0.9055
0.0002644306649251742	0.9145
0.0002539291310232731	0.9235
0.00024359586441005497	0.9325
0.00025350432508135224	0.9415
0.0002500176061814303	0.9505
0.00021511731542050243	0.9595
0.00022330448448297746	0.9685
0.000197799577086871	0.9775
